,region,year,sex,status,percentage
3018,South Savo,1998,combined,"Employed, as % of total population",36.5
3019,South Savo,1998,combined,"Students, as % of total population",8.2
3020,South Savo,1998,female,"Employed, as % of total population",34.2
3021,South Savo,1998,female,"Students, as % of total population",8.5
3022,South Savo,1998,male,"Employed, as % of total population",38.8
3023,South Savo,1998,male,"Students, as % of total population",7.8
3024,South Savo,1999,combined,"Employed, as % of total population",36.9
3025,South Savo,1999,combined,"Students, as % of total population",8.2
3026,South Savo,1999,female,"Employed, as % of total population",34.7
3027,South Savo,1999,female,"Students, as % of total population",8.6
3028,South Savo,1999,male,"Employed, as % of total population",39.3
3029,South Savo,1999,male,"Students, as % of total population",7.7
3030,South Savo,2000,combined,"Employed, as % of total population",37.2
3031,South Savo,2000,combined,"Students, as % of total population",7.9
3032,South Savo,2000,female,"Employed, as % of total population",35.1
3033,South Savo,2000,female,"Students, as % of total population",8.2
3034,South Savo,2000,male,"Employed, as % of total population",39.5
3035,South Savo,2000,male,"Students, as % of total population",7.6
3036,South Savo,2001,combined,"Employed, as % of total population",37.6
3037,South Savo,2001,combined,"Students, as % of total population",7.9
3038,South Savo,2001,female,"Employed, as % of total population",35.5
3039,South Savo,2001,female,"Students, as % of total population",8.2
3040,South Savo,2001,male,"Employed, as % of total population",39.9
3041,South Savo,2001,male,"Students, as % of total population",7.6
3042,South Savo,2002,combined,"Employed, as % of total population",37.8
3043,South Savo,2002,combined,"Students, as % of total population",7.8
3044,South Savo,2002,female,"Employed, as % of total population",36.2
3045,South Savo,2002,female,"Students, as % of total population",8.0
3046,South Savo,2002,male,"Employed, as % of total population",39.6
3047,South Savo,2002,male,"Students, as % of total population",7.5
3048,South Savo,2003,combined,"Employed, as % of total population",38.1
3049,South Savo,2003,combined,"Students, as % of total population",7.7
3050,South Savo,2003,female,"Employed, as % of total population",36.5
3051,South Savo,2003,female,"Students, as % of total population",7.8
3052,South Savo,2003,male,"Employed, as % of total population",39.8
3053,South Savo,2003,male,"Students, as % of total population",7.5
3054,South Savo,2004,combined,"Employed, as % of total population",38.0
3055,South Savo,2004,combined,"Students, as % of total population",7.7
3056,South Savo,2004,female,"Employed, as % of total population",36.2
3057,South Savo,2004,female,"Students, as % of total population",7.9
3058,South Savo,2004,male,"Employed, as % of total population",40.0
3059,South Savo,2004,male,"Students, as % of total population",7.5
3060,South Savo,2005,combined,"Employed, as % of total population",37.9
3061,South Savo,2005,combined,"Students, as % of total population",8.0
3062,South Savo,2005,female,"Employed, as % of total population",36.1
3063,South Savo,2005,female,"Students, as % of total population",8.2
3064,South Savo,2005,male,"Employed, as % of total population",39.8
3065,South Savo,2005,male,"Students, as % of total population",7.8
3066,South Savo,2006,combined,"Employed, as % of total population",39.0
3067,South Savo,2006,combined,"Students, as % of total population",7.9
3068,South Savo,2006,female,"Employed, as % of total population",37.0
3069,South Savo,2006,female,"Students, as % of total population",8.1
3070,South Savo,2006,male,"Employed, as % of total population",41.0
3071,South Savo,2006,male,"Students, as % of total population",7.6
3072,South Savo,2007,combined,"Employed, as % of total population",39.7
3073,South Savo,2007,combined,"Students, as % of total population",7.5
3074,South Savo,2007,female,"Employed, as % of total population",37.8
3075,South Savo,2007,female,"Students, as % of total population",7.6
3076,South Savo,2007,male,"Employed, as % of total population",41.7
3077,South Savo,2007,male,"Students, as % of total population",7.4
3078,South Savo,2008,combined,"Employed, as % of total population",39.5
3079,South Savo,2008,combined,"Students, as % of total population",7.2
3080,South Savo,2008,female,"Employed, as % of total population",38.2
3081,South Savo,2008,female,"Students, as % of total population",7.4
3082,South Savo,2008,male,"Employed, as % of total population",40.8
3083,South Savo,2008,male,"Students, as % of total population",7.1
3084,South Savo,2009,combined,"Employed, as % of total population",38.4
3085,South Savo,2009,combined,"Students, as % of total population",7.2
3086,South Savo,2009,female,"Employed, as % of total population",38.0
3087,South Savo,2009,female,"Students, as % of total population",7.2
3088,South Savo,2009,male,"Employed, as % of total population",38.7
3089,South Savo,2009,male,"Students, as % of total population",7.2
3090,South Savo,2010,combined,"Employed, as % of total population",38.9
3091,South Savo,2010,combined,"Students, as % of total population",7.3
3092,South Savo,2010,female,"Employed, as % of total population",38.3
3093,South Savo,2010,female,"Students, as % of total population",7.2
3094,South Savo,2010,male,"Employed, as % of total population",39.5
3095,South Savo,2010,male,"Students, as % of total population",7.3
3096,South Savo,2011,combined,"Employed, as % of total population",39.0
3097,South Savo,2011,combined,"Students, as % of total population",7.0
3098,South Savo,2011,female,"Employed, as % of total population",38.5
3099,South Savo,2011,female,"Students, as % of total population",7.0
3100,South Savo,2011,male,"Employed, as % of total population",39.5
3101,South Savo,2011,male,"Students, as % of total population",7.1
3102,South Savo,2012,combined,"Employed, as % of total population",38.6
3103,South Savo,2012,combined,"Students, as % of total population",7.0
3104,South Savo,2012,female,"Employed, as % of total population",38.5
3105,South Savo,2012,female,"Students, as % of total population",6.9
3106,South Savo,2012,male,"Employed, as % of total population",38.8
3107,South Savo,2012,male,"Students, as % of total population",7.1
3108,South Savo,2013,combined,"Employed, as % of total population",37.9
3109,South Savo,2013,combined,"Students, as % of total population",7.0
3110,South Savo,2013,female,"Employed, as % of total population",37.8
3111,South Savo,2013,female,"Students, as % of total population",6.9
3112,South Savo,2013,male,"Employed, as % of total population",38.0
3113,South Savo,2013,male,"Students, as % of total population",7.0
3114,South Savo,2014,combined,"Employed, as % of total population",37.5
3115,South Savo,2014,combined,"Students, as % of total population",6.8
3116,South Savo,2014,female,"Employed, as % of total population",37.5
3117,South Savo,2014,female,"Students, as % of total population",6.7
3118,South Savo,2014,male,"Employed, as % of total population",37.5
3119,South Savo,2014,male,"Students, as % of total population",6.9
3120,South Savo,2015,combined,"Employed, as % of total population",36.5
3121,South Savo,2015,combined,"Students, as % of total population",6.9
3122,South Savo,2015,female,"Employed, as % of total population",36.6
3123,South Savo,2015,female,"Students, as % of total population",6.7
3124,South Savo,2015,male,"Employed, as % of total population",36.4
3125,South Savo,2015,male,"Students, as % of total population",7.0
3126,South Savo,2016,combined,"Employed, as % of total population",37.0
3127,South Savo,2016,combined,"Students, as % of total population",6.6
3128,South Savo,2016,female,"Employed, as % of total population",36.9
3129,South Savo,2016,female,"Students, as % of total population",6.5
3130,South Savo,2016,male,"Employed, as % of total population",37.2
3131,South Savo,2016,male,"Students, as % of total population",6.8
3132,South Savo,2017,combined,"Employed, as % of total population",37.4
3133,South Savo,2017,combined,"Students, as % of total population",6.6
3134,South Savo,2017,female,"Employed, as % of total population",37.1
3135,South Savo,2017,female,"Students, as % of total population",6.4
3136,South Savo,2017,male,"Employed, as % of total population",37.6
3137,South Savo,2017,male,"Students, as % of total population",6.7
3138,South Savo,2018,combined,"Employed, as % of total population",38.0
3139,South Savo,2018,combined,"Students, as % of total population",6.1
3140,South Savo,2018,female,"Employed, as % of total population",37.7
3141,South Savo,2018,female,"Students, as % of total population",5.8
3142,South Savo,2018,male,"Employed, as % of total population",38.2
3143,South Savo,2018,male,"Students, as % of total population",6.4
3144,South Savo,2019,combined,"Employed, as % of total population",37.6
3145,South Savo,2019,combined,"Students, as % of total population",6.1
3146,South Savo,2019,female,"Employed, as % of total population",37.3
3147,South Savo,2019,female,"Students, as % of total population",5.9
3148,South Savo,2019,male,"Employed, as % of total population",37.8
3149,South Savo,2019,male,"Students, as % of total population",6.4
3150,South Savo,2020,combined,"Employed, as % of total population",36.6
3151,South Savo,2020,combined,"Students, as % of total population",6.2
3152,South Savo,2020,female,"Employed, as % of total population",36.7
3153,South Savo,2020,female,"Students, as % of total population",6.0
3154,South Savo,2020,male,"Employed, as % of total population",36.5
3155,South Savo,2020,male,"Students, as % of total population",6.4
3156,South Savo,2021,combined,"Employed, as % of total population",37.7
3157,South Savo,2021,combined,"Students, as % of total population",6.1
3158,South Savo,2021,female,"Employed, as % of total population",37.5
3159,South Savo,2021,female,"Students, as % of total population",5.9
3160,South Savo,2021,male,"Employed, as % of total population",37.9
3161,South Savo,2021,male,"Students, as % of total population",6.3
3162,South Savo,2022,combined,"Employed, as % of total population",38.2
3163,South Savo,2022,combined,"Students, as % of total population",5.9
3164,South Savo,2022,female,"Employed, as % of total population",38.3
3165,South Savo,2022,female,"Students, as % of total population",5.6
3166,South Savo,2022,male,"Employed, as % of total population",38.2
3167,South Savo,2022,male,"Students, as % of total population",6.2
3168,Southwest Finland,1990,combined,"Employed, as % of total population",47.5
3169,Southwest Finland,1990,combined,"Students, as % of total population",6.3
3170,Southwest Finland,1990,female,"Employed, as % of total population",44.5
3171,Southwest Finland,1990,female,"Students, as % of total population",6.6
3172,Southwest Finland,1990,male,"Employed, as % of total population",50.7
3173,Southwest Finland,1990,male,"Students, as % of total population",6.0
3174,Southwest Finland,1991,combined,"Employed, as % of total population",44.1
3175,Southwest Finland,1991,combined,"Students, as % of total population",6.9
3176,Southwest Finland,1991,female,"Employed, as % of total population",41.9
3177,Southwest Finland,1991,female,"Students, as % of total population",7.2
3178,Southwest Finland,1991,male,"Employed, as % of total population",46.4
3179,Southwest Finland,1991,male,"Students, as % of total population",6.6
3180,Southwest Finland,1992,combined,"Employed, as % of total population",40.8
3181,Southwest Finland,1992,combined,"Students, as % of total population",7.2
3182,Southwest Finland,1992,female,"Employed, as % of total population",39.2
3183,Southwest Finland,1992,female,"Students, as % of total population",7.5
3184,Southwest Finland,1992,male,"Employed, as % of total population",42.5
3185,Southwest Finland,1992,male,"Students, as % of total population",6.8
3186,Southwest Finland,1993,combined,"Employed, as % of total population",37.9
3187,Southwest Finland,1993,combined,"Students, as % of total population",8.1
3188,Southwest Finland,1993,female,"Employed, as % of total population",36.4
3189,Southwest Finland,1993,female,"Students, as % of total population",8.4
3190,Southwest Finland,1993,male,"Employed, as % of total population",39.6
3191,Southwest Finland,1993,male,"Students, as % of total population",7.7
3192,Southwest Finland,1994,combined,"Employed, as % of total population",39.1
3193,Southwest Finland,1994,combined,"Students, as % of total population",8.5
3194,Southwest Finland,1994,female,"Employed, as % of total population",36.8
3195,Southwest Finland,1994,female,"Students, as % of total population",8.7
3196,Southwest Finland,1994,male,"Employed, as % of total population",41.5
3197,Southwest Finland,1994,male,"Students, as % of total population",8.2
3198,Southwest Finland,1995,combined,"Employed, as % of total population",39.5
3199,Southwest Finland,1995,combined,"Students, as % of total population",8.7
3200,Southwest Finland,1995,female,"Employed, as % of total population",37.1
3201,Southwest Finland,1995,female,"Students, as % of total population",9.1
3202,Southwest Finland,1995,male,"Employed, as % of total population",42.2
3203,Southwest Finland,1995,male,"Students, as % of total population",8.3
3204,Southwest Finland,1996,combined,"Employed, as % of total population",39.8
3205,Southwest Finland,1996,combined,"Students, as % of total population",8.7
3206,Southwest Finland,1996,female,"Employed, as % of total population",37.6
3207,Southwest Finland,1996,female,"Students, as % of total population",9.0
3208,Southwest Finland,1996,male,"Employed, as % of total population",42.2
3209,Southwest Finland,1996,male,"Students, as % of total population",8.4
3210,Southwest Finland,1997,combined,"Employed, as % of total population",41.4
3211,Southwest Finland,1997,combined,"Students, as % of total population",8.5
3212,Southwest Finland,1997,female,"Employed, as % of total population",38.9
3213,Southwest Finland,1997,female,"Students, as % of total population",8.8
3214,Southwest Finland,1997,male,"Employed, as % of total population",44.1
3215,Southwest Finland,1997,male,"Students, as % of total population",8.1
3216,Southwest Finland,1998,combined,"Employed, as % of total population",42.9
3217,Southwest Finland,1998,combined,"Students, as % of total population",7.7
3218,Southwest Finland,1998,female,"Employed, as % of total population",40.2
3219,Southwest Finland,1998,female,"Students, as % of total population",7.9
3220,Southwest Finland,1998,male,"Employed, as % of total population",45.7
3221,Southwest Finland,1998,male,"Students, as % of total population",7.4
3222,Southwest Finland,1999,combined,"Employed, as % of total population",43.4
3223,Southwest Finland,1999,combined,"Students, as % of total population",7.4
3224,Southwest Finland,1999,female,"Employed, as % of total population",40.9
3225,Southwest Finland,1999,female,"Students, as % of total population",7.6
3226,Southwest Finland,1999,male,"Employed, as % of total population",46.0
3227,Southwest Finland,1999,male,"Students, as % of total population",7.1
3228,Southwest Finland,2000,combined,"Employed, as % of total population",44.3
3229,Southwest Finland,2000,combined,"Students, as % of total population",7.5
3230,Southwest Finland,2000,female,"Employed, as % of total population",41.6
3231,Southwest Finland,2000,female,"Students, as % of total population",7.8
3232,Southwest Finland,2000,male,"Employed, as % of total population",47.2
3233,Southwest Finland,2000,male,"Students, as % of total population",7.2
3234,Southwest Finland,2001,combined,"Employed, as % of total population",44.1
3235,Southwest Finland,2001,combined,"Students, as % of total population",7.3
3236,Southwest Finland,2001,female,"Employed, as % of total population",41.9
3237,Southwest Finland,2001,female,"Students, as % of total population",7.4
3238,Southwest Finland,2001,male,"Employed, as % of total population",46.6
3239,Southwest Finland,2001,male,"Students, as % of total population",7.2
3240,Southwest Finland,2002,combined,"Employed, as % of total population",44.0
3241,Southwest Finland,2002,combined,"Students, as % of total population",7.8
3242,Southwest Finland,2002,female,"Employed, as % of total population",41.9
3243,Southwest Finland,2002,female,"Students, as % of total population",7.9
3244,Southwest Finland,2002,male,"Employed, as % of total population",46.2
3245,Southwest Finland,2002,male,"Students, as % of total population",7.6
3246,Southwest Finland,2003,combined,"Employed, as % of total population",43.6
3247,Southwest Finland,2003,combined,"Students, as % of total population",7.8
3248,Southwest Finland,2003,female,"Employed, as % of total population",42.0
3249,Southwest Finland,2003,female,"Students, as % of total population",7.8
3250,Southwest Finland,2003,male,"Employed, as % of total population",45.4
3251,Southwest Finland,2003,male,"Students, as % of total population",7.7
3252,Southwest Finland,2004,combined,"Employed, as % of total population",44.0
3253,Southwest Finland,2004,combined,"Students, as % of total population",7.6
3254,Southwest Finland,2004,female,"Employed, as % of total population",42.3
3255,Southwest Finland,2004,female,"Students, as % of total population",7.7
3256,Southwest Finland,2004,male,"Employed, as % of total population",45.9
3257,Southwest Finland,2004,male,"Students, as % of total population",7.6
3258,Southwest Finland,2005,combined,"Employed, as % of total population",44.4
3259,Southwest Finland,2005,combined,"Students, as % of total population",8.1
3260,Southwest Finland,2005,female,"Employed, as % of total population",42.4
3261,Southwest Finland,2005,female,"Students, as % of total population",8.2
3262,Southwest Finland,2005,male,"Employed, as % of total population",46.5
3263,Southwest Finland,2005,male,"Students, as % of total population",8.0
3264,Southwest Finland,2006,combined,"Employed, as % of total population",45.1
3265,Southwest Finland,2006,combined,"Students, as % of total population",8.1
3266,Southwest Finland,2006,female,"Employed, as % of total population",43.1
3267,Southwest Finland,2006,female,"Students, as % of total population",8.2
3268,Southwest Finland,2006,male,"Employed, as % of total population",47.2
3269,Southwest Finland,2006,male,"Students, as % of total population",7.9
3270,Southwest Finland,2007,combined,"Employed, as % of total population",45.8
3271,Southwest Finland,2007,combined,"Students, as % of total population",7.8
3272,Southwest Finland,2007,female,"Employed, as % of total population",43.8
3273,Southwest Finland,2007,female,"Students, as % of total population",8.0
3274,Southwest Finland,2007,male,"Employed, as % of total population",47.8
3275,Southwest Finland,2007,male,"Students, as % of total population",7.7
3276,Southwest Finland,2008,combined,"Employed, as % of total population",45.6
3277,Southwest Finland,2008,combined,"Students, as % of total population",7.7
3278,Southwest Finland,2008,female,"Employed, as % of total population",44.1
3279,Southwest Finland,2008,female,"Students, as % of total population",7.7
3280,Southwest Finland,2008,male,"Employed, as % of total population",47.2
3281,Southwest Finland,2008,male,"Students, as % of total population",7.6
3282,Southwest Finland,2009,combined,"Employed, as % of total population",43.4
3283,Southwest Finland,2009,combined,"Students, as % of total population",7.9
3284,Southwest Finland,2009,female,"Employed, as % of total population",42.9
3285,Southwest Finland,2009,female,"Students, as % of total population",7.8
3286,Southwest Finland,2009,male,"Employed, as % of total population",43.9
3287,Southwest Finland,2009,male,"Students, as % of total population",7.9
3288,Southwest Finland,2010,combined,"Employed, as % of total population",43.4
3289,Southwest Finland,2010,combined,"Students, as % of total population",7.9
3290,Southwest Finland,2010,female,"Employed, as % of total population",43.1
3291,Southwest Finland,2010,female,"Students, as % of total population",7.8
3292,Southwest Finland,2010,male,"Employed, as % of total population",43.8
3293,Southwest Finland,2010,male,"Students, as % of total population",8.0
3294,Southwest Finland,2011,combined,"Employed, as % of total population",43.9
3295,Southwest Finland,2011,combined,"Students, as % of total population",7.7
3296,Southwest Finland,2011,female,"Employed, as % of total population",43.2
3297,Southwest Finland,2011,female,"Students, as % of total population",7.6
3298,Southwest Finland,2011,male,"Employed, as % of total population",44.5
3299,Southwest Finland,2011,male,"Students, as % of total population",7.8
3300,Southwest Finland,2012,combined,"Employed, as % of total population",43.0
3301,Southwest Finland,2012,combined,"Students, as % of total population",7.8
3302,Southwest Finland,2012,female,"Employed, as % of total population",42.7
3303,Southwest Finland,2012,female,"Students, as % of total population",7.7
3304,Southwest Finland,2012,male,"Employed, as % of total population",43.3
3305,Southwest Finland,2012,male,"Students, as % of total population",7.9
3306,Southwest Finland,2013,combined,"Employed, as % of total population",42.1
3307,Southwest Finland,2013,combined,"Students, as % of total population",7.8
3308,Southwest Finland,2013,female,"Employed, as % of total population",41.8
3309,Southwest Finland,2013,female,"Students, as % of total population",7.6
3310,Southwest Finland,2013,male,"Employed, as % of total population",42.4
3311,Southwest Finland,2013,male,"Students, as % of total population",8.0
3312,Southwest Finland,2014,combined,"Employed, as % of total population",41.4
3313,Southwest Finland,2014,combined,"Students, as % of total population",7.8
3314,Southwest Finland,2014,female,"Employed, as % of total population",41.3
3315,Southwest Finland,2014,female,"Students, as % of total population",7.6
3316,Southwest Finland,2014,male,"Employed, as % of total population",41.6
3317,Southwest Finland,2014,male,"Students, as % of total population",7.9
3318,Southwest Finland,2015,combined,"Employed, as % of total population",41.0
3319,Southwest Finland,2015,combined,"Students, as % of total population",7.7
3320,Southwest Finland,2015,female,"Employed, as % of total population",40.9
3321,Southwest Finland,2015,female,"Students, as % of total population",7.4
3322,Southwest Finland,2015,male,"Employed, as % of total population",41.2
3323,Southwest Finland,2015,male,"Students, as % of total population",7.9
3324,Southwest Finland,2016,combined,"Employed, as % of total population",41.3
3325,Southwest Finland,2016,combined,"Students, as % of total population",7.5
3326,Southwest Finland,2016,female,"Employed, as % of total population",40.8
3327,Southwest Finland,2016,female,"Students, as % of total population",7.3
3328,Southwest Finland,2016,male,"Employed, as % of total population",41.9
3329,Southwest Finland,2016,male,"Students, as % of total population",7.7
3330,Southwest Finland,2017,combined,"Employed, as % of total population",42.5
3331,Southwest Finland,2017,combined,"Students, as % of total population",7.4
3332,Southwest Finland,2017,female,"Employed, as % of total population",41.6
3333,Southwest Finland,2017,female,"Students, as % of total population",7.3
3334,Southwest Finland,2017,male,"Employed, as % of total population",43.5
3335,Southwest Finland,2017,male,"Students, as % of total population",7.5
3336,Southwest Finland,2018,combined,"Employed, as % of total population",43.3
3337,Southwest Finland,2018,combined,"Students, as % of total population",7.3
3338,Southwest Finland,2018,female,"Employed, as % of total population",42.5
3339,Southwest Finland,2018,female,"Students, as % of total population",7.1
3340,Southwest Finland,2018,male,"Employed, as % of total population",44.2
3341,Southwest Finland,2018,male,"Students, as % of total population",7.4
3342,Southwest Finland,2019,combined,"Employed, as % of total population",43.2
3343,Southwest Finland,2019,combined,"Students, as % of total population",7.4
3344,Southwest Finland,2019,female,"Employed, as % of total population",42.5
3345,Southwest Finland,2019,female,"Students, as % of total population",7.4
3346,Southwest Finland,2019,male,"Employed, as % of total population",43.9
3347,Southwest Finland,2019,male,"Students, as % of total population",7.5
3348,Southwest Finland,2020,combined,"Employed, as % of total population",41.4
3349,Southwest Finland,2020,combined,"Students, as % of total population",7.7
3350,Southwest Finland,2020,female,"Employed, as % of total population",41.4
3351,Southwest Finland,2020,female,"Students, as % of total population",7.7
3352,Southwest Finland,2020,male,"Employed, as % of total population",41.4
3353,Southwest Finland,2020,male,"Students, as % of total population",7.7
3354,Southwest Finland,2021,combined,"Employed, as % of total population",43.2
3355,Southwest Finland,2021,combined,"Students, as % of total population",7.7
3356,Southwest Finland,2021,female,"Employed, as % of total population",42.3
3357,Southwest Finland,2021,female,"Students, as % of total population",7.8
3358,Southwest Finland,2021,male,"Employed, as % of total population",44.1
3359,Southwest Finland,2021,male,"Students, as % of total population",7.7
3360,Southwest Finland,2022,combined,"Employed, as % of total population",43.9
3361,Southwest Finland,2022,combined,"Students, as % of total population",7.5
3362,Southwest Finland,2022,female,"Employed, as % of total population",43.1
3363,Southwest Finland,2022,female,"Students, as % of total population",7.7
3364,Southwest Finland,2022,male,"Employed, as % of total population",44.7
3365,Southwest Finland,2022,male,"Students, as % of total population",7.4
3366,Uusimaa,1990,combined,"Employed, as % of total population",53.8
3367,Uusimaa,1990,combined,"Students, as % of total population",5.7
3368,Uusimaa,1990,female,"Employed, as % of total population",52.0
3369,Uusimaa,1990,female,"Students, as % of total population",5.8
3370,Uusimaa,1990,male,"Employed, as % of total population",55.8
3371,Uusimaa,1990,male,"Students, as % of total population",5.6
3372,Uusimaa,1991,combined,"Employed, as % of total population",49.7
3373,Uusimaa,1991,combined,"Students, as % of total population",6.3
3374,Uusimaa,1991,female,"Employed, as % of total population",49.1
3375,Uusimaa,1991,female,"Students, as % of total population",6.3
3376,Uusimaa,1991,male,"Employed, as % of total population",50.5
3377,Uusimaa,1991,male,"Students, as % of total population",6.2
3378,Uusimaa,1992,combined,"Employed, as % of total population",45.9
3379,Uusimaa,1992,combined,"Students, as % of total population",6.6
3380,Uusimaa,1992,female,"Employed, as % of total population",45.8
3381,Uusimaa,1992,female,"Students, as % of total population",6.6
3382,Uusimaa,1992,male,"Employed, as % of total population",46.1
3383,Uusimaa,1992,male,"Students, as % of total population",6.6
3384,Uusimaa,1993,combined,"Employed, as % of total population",42.4
3385,Uusimaa,1993,combined,"Students, as % of total population",7.9
3386,Uusimaa,1993,female,"Employed, as % of total population",42.2
3387,Uusimaa,1993,female,"Students, as % of total population",8.0
3388,Uusimaa,1993,male,"Employed, as % of total population",42.6
3389,Uusimaa,1993,male,"Students, as % of total population",7.7
3390,Uusimaa,1994,combined,"Employed, as % of total population",42.6
3391,Uusimaa,1994,combined,"Students, as % of total population",8.3
3392,Uusimaa,1994,female,"Employed, as % of total population",42.0
3393,Uusimaa,1994,female,"Students, as % of total population",8.4
3394,Uusimaa,1994,male,"Employed, as % of total population",43.3
3395,Uusimaa,1994,male,"Students, as % of total population",8.1
3396,Uusimaa,1995,combined,"Employed, as % of total population",42.9
3397,Uusimaa,1995,combined,"Students, as % of total population",8.5
3398,Uusimaa,1995,female,"Employed, as % of total population",42.1
3399,Uusimaa,1995,female,"Students, as % of total population",8.7
3400,Uusimaa,1995,male,"Employed, as % of total population",43.8
3401,Uusimaa,1995,male,"Students, as % of total population",8.2
3402,Uusimaa,1996,combined,"Employed, as % of total population",43.6
3403,Uusimaa,1996,combined,"Students, as % of total population",8.2
3404,Uusimaa,1996,female,"Employed, as % of total population",42.6
3405,Uusimaa,1996,female,"Students, as % of total population",8.3
3406,Uusimaa,1996,male,"Employed, as % of total population",44.7
3407,Uusimaa,1996,male,"Students, as % of total population",8.0
3408,Uusimaa,1997,combined,"Employed, as % of total population",45.4
3409,Uusimaa,1997,combined,"Students, as % of total population",8.0
3410,Uusimaa,1997,female,"Employed, as % of total population",44.0
3411,Uusimaa,1997,female,"Students, as % of total population",8.2
3412,Uusimaa,1997,male,"Employed, as % of total population",46.8
3413,Uusimaa,1997,male,"Students, as % of total population",7.8
3414,Uusimaa,1998,combined,"Employed, as % of total population",47.8
3415,Uusimaa,1998,combined,"Students, as % of total population",7.0
3416,Uusimaa,1998,female,"Employed, as % of total population",46.4
3417,Uusimaa,1998,female,"Students, as % of total population",7.1
3418,Uusimaa,1998,male,"Employed, as % of total population",49.3
3419,Uusimaa,1998,male,"Students, as % of total population",6.9
3420,Uusimaa,1999,combined,"Employed, as % of total population",48.8
3421,Uusimaa,1999,combined,"Students, as % of total population",6.7
3422,Uusimaa,1999,female,"Employed, as % of total population",47.4
3423,Uusimaa,1999,female,"Students, as % of total population",6.8
3424,Uusimaa,1999,male,"Employed, as % of total population",50.3
3425,Uusimaa,1999,male,"Students, as % of total population",6.6
3426,Uusimaa,2000,combined,"Employed, as % of total population",50.0
3427,Uusimaa,2000,combined,"Students, as % of total population",6.6
3428,Uusimaa,2000,female,"Employed, as % of total population",48.6
3429,Uusimaa,2000,female,"Students, as % of total population",6.7
3430,Uusimaa,2000,male,"Employed, as % of total population",51.4
3431,Uusimaa,2000,male,"Students, as % of total population",6.6
3432,Uusimaa,2001,combined,"Employed, as % of total population",50.0
3433,Uusimaa,2001,combined,"Students, as % of total population",6.5
3434,Uusimaa,2001,female,"Employed, as % of total population",48.9
3435,Uusimaa,2001,female,"Students, as % of total population",6.4
3436,Uusimaa,2001,male,"Employed, as % of total population",51.1
3437,Uusimaa,2001,male,"Students, as % of total population",6.5
3438,Uusimaa,2002,combined,"Employed, as % of total population",49.5
3439,Uusimaa,2002,combined,"Students, as % of total population",6.7
3440,Uusimaa,2002,female,"Employed, as % of total population",48.6
3441,Uusimaa,2002,female,"Students, as % of total population",6.7
3442,Uusimaa,2002,male,"Employed, as % of total population",50.4
3443,Uusimaa,2002,male,"Students, as % of total population",6.8
3444,Uusimaa,2003,combined,"Employed, as % of total population",49.0
3445,Uusimaa,2003,combined,"Students, as % of total population",6.9
3446,Uusimaa,2003,female,"Employed, as % of total population",48.3
3447,Uusimaa,2003,female,"Students, as % of total population",6.8
3448,Uusimaa,2003,male,"Employed, as % of total population",49.8
3449,Uusimaa,2003,male,"Students, as % of total population",7.0
3450,Uusimaa,2004,combined,"Employed, as % of total population",49.0
3451,Uusimaa,2004,combined,"Students, as % of total population",7.0
3452,Uusimaa,2004,female,"Employed, as % of total population",48.2
3453,Uusimaa,2004,female,"Students, as % of total population",6.9
3454,Uusimaa,2004,male,"Employed, as % of total population",49.9
3455,Uusimaa,2004,male,"Students, as % of total population",7.1
3456,Uusimaa,2005,combined,"Employed, as % of total population",48.8
3457,Uusimaa,2005,combined,"Students, as % of total population",7.5
3458,Uusimaa,2005,female,"Employed, as % of total population",48.0
3459,Uusimaa,2005,female,"Students, as % of total population",7.5
3460,Uusimaa,2005,male,"Employed, as % of total population",49.6
3461,Uusimaa,2005,male,"Students, as % of total population",7.6
3462,Uusimaa,2006,combined,"Employed, as % of total population",49.3
3463,Uusimaa,2006,combined,"Students, as % of total population",7.6
3464,Uusimaa,2006,female,"Employed, as % of total population",48.5
3465,Uusimaa,2006,female,"Students, as % of total population",7.5
3466,Uusimaa,2006,male,"Employed, as % of total population",50.2
3467,Uusimaa,2006,male,"Students, as % of total population",7.7
3468,Uusimaa,2007,combined,"Employed, as % of total population",50.3
3469,Uusimaa,2007,combined,"Students, as % of total population",7.4
3470,Uusimaa,2007,female,"Employed, as % of total population",49.5
3471,Uusimaa,2007,female,"Students, as % of total population",7.3
3472,Uusimaa,2007,male,"Employed, as % of total population",51.1
3473,Uusimaa,2007,male,"Students, as % of total population",7.5
3474,Uusimaa,2008,combined,"Employed, as % of total population",50.5
3475,Uusimaa,2008,combined,"Students, as % of total population",7.2
3476,Uusimaa,2008,female,"Employed, as % of total population",50.0
3477,Uusimaa,2008,female,"Students, as % of total population",7.0
3478,Uusimaa,2008,male,"Employed, as % of total population",51.0
3479,Uusimaa,2008,male,"Students, as % of total population",7.4
3480,Uusimaa,2009,combined,"Employed, as % of total population",48.5
3481,Uusimaa,2009,combined,"Students, as % of total population",7.5
3482,Uusimaa,2009,female,"Employed, as % of total population",48.6
3483,Uusimaa,2009,female,"Students, as % of total population",7.2
3484,Uusimaa,2009,male,"Employed, as % of total population",48.4
3485,Uusimaa,2009,male,"Students, as % of total population",7.7
3486,Uusimaa,2010,combined,"Employed, as % of total population",48.6
3487,Uusimaa,2010,combined,"Students, as % of total population",7.5
3488,Uusimaa,2010,female,"Employed, as % of total population",48.4
3489,Uusimaa,2010,female,"Students, as % of total population",7.4
